cnpj;razao_social;nome_fantasia;data_abertura;tempo_de_mercado_anos;situacao_cadastral;natureza_juridica;matriz_filial;cnae_principal;cnaes_secundarios;rossi;endereco;bairro;municipio;uf;telefone_1;telefone_2;email;capital_social;porte;Faturamento Anual;opcaoSimples;opcaoMei;socios;outrosTelefones;outrosEmails
48796366000145;KS FISIOTERAPIA LTDA;;02/12/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81940110;Rua Darci Scotti, 63;Tatuquara;Curitiba;PR;41 995097941;;karina.slociak@hotmail.com;20000;ME;até R$360.000;Não;Não;Karina Aparecida Slociak Luzeski Dos Santos;41 995097941;
48765730000100;ANA TERRA MONTE SERRAT SILVESTRO;;30/11/2022;2;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;80510140;Rua Solim?Es, 662;Merc?S;Curitiba;PR;41 998689262;;processos@diferecon.com.br;1000;ME;até R$360.000;Sim;Não;;41 998689262;
48769085000101;FERNANDA ANTONIOLO FISIOTERAPEUTA LTDA;;30/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81820013;Rua Brasil Paran? De Cristo, 185, Apt 302 Andar 2 Cond Parque Castellamare Bloco Bl 22;Pinheirinho;Curitiba;PR;41 995271173;;fernandabenites13@hotmail.com;1000;ME;até R$360.000;Sim;Não;Fernanda Antoniolo;41 995271173;
48771121000163;J C BIORA FISIOTERAPIA;FISIO BIORA;30/11/2022;2;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;82630308;Rua Ivo Zagonel, 76;Atuba;Curitiba;PR;41 996619929;;julianacb36@gmail.com;1000;ME;até R$360.000;Sim;Não;;41 996619929;
48758214000158;LIDIANE TEIXEIRA FISIOTERAPIA LTDA;LIDIANE TEIXEIRA;29/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;9313100 - Atividades de condicionamento físico;82220170;Rua Carmelina Cavassin, 115;Barreirinha;Curitiba;PR;41 996251455;;lidianetaixeira@gmail.com;25000;ME;até R$360.000;Sim;Não;Lidiane Da Luz Teixeira;41 996869828,41 996251455;
48716490000153;ICCM - INSTITUTO CURITIBANO COLUNA E MOVIMENTO LTDA;;24/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8599604 - Treinamento em desenvolvimento profissional e gerencial|8650005 - Atividades de terapia ocupacional|8690901 - Atividades de práticas integrativas e complementares em saúde humana;80250205;Avenida Sete De Setembro, 4923, Sala 1802 Andar 18 Cond Sun Tower Bussines E;Agua Verde;Curitiba;PR;65 996031049;;contato@iccm.com.br;30000;ME;até R$360.000;Sim;Não;Nathalia Matuoka Albert Schmidt|Elisane Correa Vieira Dittrich;41 998828670,41998828670;
48702210000158;VINICIUS FISIOTERAPIA LTDA;PHYSIO CENTER VINICIUS;23/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81240380;Rua Leonor Cardoso, 129, Apt 102 Andar Tr Cond Vale Verde Ii Cj Resbloco Vale Verde Ii Bl A-0;Campo Comprido;Curitiba;PR;41 997224180;;alvesnvinicius@gmail.com;1000;ME;até R$360.000;Sim;Não;Vinicius Alves Niederheitmann;41 997224180;
48691790000125;MS FISIOTERAPIA LTDA;PREFISIUM;22/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8211300 - Serviços combinados de escritório e apoio administrativo;8650004 - Atividades de fisioterapia;80060010;Rua Marechal Deodoro, 869, Conj 605 Andar 06 Cond Center Tower Ed;Centro;Curitiba;PR;41 996936062;;draandressasantucci@gmail.com;1000;ME;até R$360.000;Sim;Não;Andressa De Medeiros Martins Santucci;41 996936062;
48653775000192;LABORCARE FISIO CONSULTORIA DE FISIOTERAPIA E ERGONOMIA LTDA;LABORCARE FISIO;18/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81550080;Rua Augusto Steembock, 647, Casa 08 Cond Springfield Res;Uberaba;Curitiba;PR;43 35354021;;contato@jfrisancocontabilidade.com.br;5000;ME;até R$360.000;Sim;Não;Natalia Minosso Da Silva Monteiro;43 35354021;
48654887000168;MURIELLI MOTTA PILATES E FISIOTERAPIA LTDA;MURIELLI MOTTA PILATES & FISIOTERAPIA;18/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;9313100 - Atividades de condicionamento físico;8650004 - Atividades de fisioterapia;81280220;Rua Padre Paulo Warkocz, 70;Cidade Industrial;Curitiba;PR;41 998819405;;muripilates@gmail.com;30000;ME;até R$360.000;Sim;Não;Murielli Motta;41 998819405;
48579017000171;HELP ATLETA ASSESSORIA E CONSULTORIA MEDICA LTDA;HELP ATLETA;10/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;7490199 - Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;8630502 - Atividade médica ambulatorial com recursos para realização de exames complementares|8650002 - Atividades de profissionais da nutrição|8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|9313100 - Atividades de condicionamento físico;80030082;Rua Da Gl?Ria, 72, Sala 304 Andar 03 Cond Golden Business Ed;Alto Da Gl?Ria;Curitiba;PR;41 999339876;;angelo.tadayochi@gmail.com;20000;ME;até R$360.000;Sim;Não;Angelo Tadayochi Hanai Bortoli|Fabrizzio Espinoza Marins;41 999339876;
48565585000113;DANIELA SILVA RIBEIRO ADAO E CIA LTDA;MAMMA, ME;09/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8690901 - Atividades de práticas integrativas e complementares em saúde humana;8650004 - Atividades de fisioterapia|9313100 - Atividades de condicionamento físico;80620030;Rua Jo?O Rodolfo Schlenker, 195;?Gua Verde;Curitiba;PR;41 996869828;;meucnpj@contabilizei.com.br;1000;ME;até R$360.000;Sim;Não;Daniela Silva Ribeiro Adao|Jean Gabriel Rogenski Pereira|Pamela Majuy Furusho Muffato;41 996869828;
48534694000173;FISIOHEALTH FISIOTERAPIA LTDA;;07/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80610011;Avenida Presidente Kennedy, 1823, Apt 16 Bloco Irma Ed;Gua?Ra;Curitiba;PR;41 999404834;;prikcastro@gmail.com;1000;ME;até R$360.000;Sim;Não;Priscilla Rodrigues De Castro;41 999404834;
48518176000166;CASTRO CARVALHO LTDA;;04/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;82840160;Rua Sebasti?O Alves Ferreira, 700, Apt 11 Bloco Bairro Alto Ii Bl 21;Bairro Alto;Curitiba;PR;91 991637411;;kimberlly204@gmail.com;6000;ME;até R$360.000;Sim;Não;Sthefany Kimberlly Castro De Carvalho;91 991637411;
48494836000116;A M D FISIOTERAPIA LTDA;A M D FISIOTERAPIA;03/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80410001;Rua Visconde Do Rio Branco, 1165, Conj Lj01 Cond Iguai Ed;Centro;Curitiba;PR;41 30882090;;nilsonzaia67@gmail.com;30000;ME;até R$360.000;Sim;Não;Ana Carulina Mazzia Dias;41 30882090;
48475202000116;JULIANA FRANCYNE ROCHA LTDA;;01/11/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81230350;Rua Dino Gabrielli, 30;Cidade Industrial;Curitiba;PR;41 996558798;;julianafrancine_51@hotmail.com;6000;ME;até R$360.000;Sim;Não;Juliana Francyne Rocha;41 996558798;
48376191000117;KAMILA WITIUK CASSOL  LTDA;;21/10/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;82540050;Rua Le?O Sallum, 526, Apt 304B Andar 02 Cond Yard Comfort Residenbloco Torre Alley Bl A2;Boa Vista;Curitiba;PR;41 996869828;;meucnpj@contabilizei.com.br;1000;ME;até R$360.000;Sim;Não;Kamila Witiuk Cassol;41 996869828;
48309774000125;ANGELA DE SOUZA MOREIRA;;17/10/2022;2;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;80250020;Rua Lamenha Lins, 41, Apt 34 Andar 03 Cond Iramaya Ed;Centro;Curitiba;PR;41 991387002;;processos@diferecon.com.br;1000;ME;até R$360.000;Sim;Não;;41 991387002;
48289746000193;EDUARDO SILVA DE ALMEIDA;;14/10/2022;2;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;82600190;Rua Coronel Benedito Tertuliano Cordeiro, 278, Apt 301 Andar 2 Cond Green Village Cd Ed;Tingui;Curitiba;PR;55 996566533;;processos@diferecon.com.br;1000;ME;até R$360.000;Sim;Não;;55 996566533;
48269524000109;CLINICA DE FISIOTERAPIA CRISTIANE BUENO LTDA;;13/10/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650099 - Atividades de profissionais da área de saúde não especificadas anteriormente|9313100 - Atividades de condicionamento físico;80620010;Avenida Rep?Blica Argentina, 1237, Sala 1308 Andar 13 Cond Today S Office Ed;?Gua Verde;Curitiba;PR;41 32254430;;processos@escritorioimperial.com.br;1000;ME;até R$360.000;Sim;Não;Cristiane Andrea Berno Bueno;41 32254430;
48279553000151;INDIANARA CRISTINA DOS SANTOS FISIOTERAPIA E ESTETICA LTDA;;13/10/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;80710570;Avenida C?Ndido Hartmann, 570, Conj 291 Andar 20 Cond Champagnata Center Ebloco Champagnat Center To;Bigorrilho;Curitiba;PR;41 996868655;;fernanda.valerio@assessoriaconfiar.com.br;1000;ME;até R$360.000;Não;Não;Cristina Dos Santos Conte;41 996868655;
48263371000192;ZENI FISIO LTDA;ZENI FISIOTERAPIA;11/10/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;82030480;Rua Madre Cl?Lia Merloni, 621, Casa 04;Santa Felicidade;Curitiba;PR;41 999231420;;rodrigozenidelima@gmail.com;10000;ME;até R$360.000;Sim;Não;Rodrigo Zeni De Lima;41 999231420;
48248663000156;HERICK WILLIAN D ALMEIDA SILVEIRA  LTDA;GREENLIFE FISIOTERAPIA;10/10/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80410000;Rua Visconde Do Rio Branco, 290, Apt 2 Andar 1 Cond D Avani Ed;Merc?S;Curitiba;PR;41 996869828;;meucnpj@contabilizei.com.br;1000;ME;até R$360.000;Sim;Não;Herick Willian D Almeida Silveira;41 996869828;
48221951000117;MYLENE CRISTIANE KLAPPER FISIOTERAPIA LTDA;;07/10/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;82315330;Rua Sao Jose Da Boa Vista, 187;S?O Braz;Curitiba;PR;41 998975634;;bbs@bbscontabilidade.com.br;1000;ME;até R$360.000;Sim;Não;Mylene Cristiane Klapper;41 998975634;
48225118000144;INTENSIFISIO LTDA;;07/10/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;82620130;Rua Nicolau Salom?O, 50;Tingui;Curitiba;PR;41 998554153;;alaineaantunes@gmail.com;1000;ME;até R$360.000;Sim;Não;Alaine Antunes Zonta;41 998554153;
14100106000252;FISIO CENTER LTDA;FISIO CENTER CONCEPT;05/10/2022;2;Ativa;Sociedade Empresária Limitada;Filial;8650004 - Atividades de fisioterapia;4646001 - Comércio atacadista de cosméticos e produtos de perfumaria|4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal|8599699 - Outras atividades de ensino não especificadas anteriormente|8650099 - Atividades de profissionais da área de saúde não especificadas anteriormente|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;80730402;Rua Capitao Souza Franco, 848, Conj 24 Andar 02 Cond Champagnat Premium E;Bigorrilho;Curitiba;PR;41 32974239;;fisiomacedo@gmail.com;9000;ME;até R$360.000;Sim;Não;Mariana Macedo Soares Dallastella;41 32974239;
48200442000108;MOBILIZE 360 SAUDE E BEM ESTAR LTDA;MOBILIZE 360 SAUDE E BEM ESTAR;05/10/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8219999 - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente|8599604 - Treinamento em desenvolvimento profissional e gerencial|9313100 - Atividades de condicionamento físico|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;80330040;Rua Curupis, 2225;Port?O;Curitiba;PR;41 999003901;;eve-fisio@hotmail.com;30000;ME;até R$360.000;Não;Não;Evelise Hamerschmidt De Paula;41 996869828,41 999003901;
48133120000193;FERREIRA E SCHMIDT FISIOTERAPIA LTDA;;29/09/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;82810710;Rua Casimiro Tosi, 307;Cap?O Da Imbuia;Curitiba;PR;41 997114004;;processos@diferecon.com.br;1000;ME;até R$360.000;Sim;Não;Miguel Martinez Guijarro Ferreira|Giovana Barboza Schmidt;41 997114004;
48136731000195;FISIOLARANJEIRAS LTDA;LARANJEIRASFISIO;29/09/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80730390;Rua Francisco Rocha, 1483, Apt 201 Andar 02 Cond Cambridge Ed;Bigorrilho;Curitiba;PR;41 988734343;;laranjeirasjocasta@yahoo.com;5000;ME;até R$360.000;Não;Não;Jocasta Santos Laranjeiras;41 988734343;
48137034000159;EDUARDA SOBOTA;;29/09/2022;2;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;8650099 - Atividades de profissionais da área de saúde não especificadas anteriormente;81070462;Rua Joao Bettega, 1852;Fazendinha;Curitiba;PR;41 988011104;;processos@diferecon.com.br;1000;ME;até R$360.000;Sim;Não;;41 988011104;
48058371000150;BONACIN GARCIA SANCHES LTDA;;23/09/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;4771703 - Comércio varejista de produtos farmacêuticos homeopáticos|4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;80040340;Rua Jaime Bal?O, 922, Casa 02 Cond Plinio Schuchovski C;Hugo Lange;Curitiba;PR;43 999757263;;abgsanches79@gmail.com;1000;ME;até R$360.000;Sim;Não;Aniandra Bonacin Garcia Sanches;43 999757263;
48041837000105;J D J CAVASSIN FISIOTERAPIA;;22/09/2022;2;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;82520702;Rua Fagundes Varela, 1989, Cond Fagundes Varela Cd H;Bacacheri;Curitiba;PR;41 998845711;;elisonjuliana08@gmail.com;1000;ME;até R$360.000;Sim;Não;;41 998845711;
48025309000162;EF SERVICOS DE FISIOTERAPIA LTDA;EF FISIOTERAPIA;21/09/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;82010140;Rua Ol?Vio Coraiola, 38;Santo In?Cio;Curitiba;PR;41 999860145;;crisokamura1@gmail.com;5000;ME;até R$360.000;Sim;Não;Ellen Fernanda De Freitas;41 999860145;
48030812000106;CELDA LUIZA SOUSA FISIOTERAPIA PELVICA LTDA;FISIO CELDA LUIZA;21/09/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8599604 - Treinamento em desenvolvimento profissional e gerencial|9313100 - Atividades de condicionamento físico;82710080;Rua Lerina Maciel Ribas, 363, Casa 02 Cond Palazzo Di Monjolo C;Barreirinha;Curitiba;PR;41 985054996;;celdaluizas@gmail.com;2500;ME;até R$360.000;Sim;Não;Celda Luiza Sousa Santos;41 985054996;
48011916000173;ANA JULIA TABORDA MACHADO;;20/09/2022;2;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;81020050;Rua Dr. Jos? Pal?, 183, Apt 22B Andar 01 Bloco Maria Bettega Bl B C;Novo Mundo;Curitiba;PR;41 984838280;;processos@diferecon.com.br;1000;ME;até R$360.000;Não;Não;;41 984838280;
48015517000180;MEDICARE GESTAO E ASSISTENCIA A SAUDE LTDA;MEDICARE GESTAO E ASSISTENCIA A SAUDE LTDA;20/09/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8712300 - Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio;8630503 - Atividade médica ambulatorial restrita a consultas|8650001 - Atividades de enfermagem|8650002 - Atividades de profissionais da nutrição|8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|8650005 - Atividades de terapia ocupacional|8650006 - Atividades de fonoaudiologia|8650007 - Atividades de terapia de nutrição enteral e parenteral|8650099 - Atividades de profissionais da área de saúde não especificadas anteriormente;80730300;Rua Gastao Camara, 540, Apt 103 Andar 02 Cond Solar Cordilheiras Cbloco Aconcagua Vesuvio E;Bigorrilho;Curitiba;PR;41 992526563;;marco.baran@uol.com.br;20000;ME;até R$360.000;Sim;Não;Marco Aurelio Saldanha Baran|Robson Alexandre Pereira;41 996758640,41 991451913,41 992526563;
47973670000158;ESSENCIA DA ESTETICA LTDA;ESSENCIA DA ESTETICA;16/09/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;9602502 - Atividades de estética e outros serviços de cuidados com a beleza;4618401 - Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria|4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal|8630504 - Atividade odontológica|8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|8650006 - Atividades de fonoaudiologia|8650007 - Atividades de terapia de nutrição enteral e parenteral;81530000;Avenida Coronel Francisco H Dos Santos, 847, Loja 01 Andar Tr Bloco Das Americas Ed;Jardim Das Am?Ricas;Curitiba;PR;41 996496928;;geonaracontabilidade@gmail.com;50000;ME;até R$360.000;Não;Não;Emanuelle Da Cruz Menegasso;41 996496928;
47940616000106;ESPACO TERAPEUTICO AFETO LTDA;ESPACO TERAPEUTICO AFETO;14/09/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650005 - Atividades de terapia ocupacional;8550302 - Atividades de apoio à educação, exceto caixas escolares|8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|8650006 - Atividades de fonoaudiologia;81030100;Rua Maestro Francisco Antonelo, 1195;Fanny;Curitiba;PR;41 999443323;;suka14@hotmail.com;20000;ME;até R$360.000;Sim;Não;Amanda Aparecida De Moraes Vizolli|Suellen Cristiny Costa Ripka;41 999443323;
47947612000150;ESSENCIAL PILATES E FISIOTERAPIA LTDA;ESSENCIAL PILATES FISIOTERAPIA;14/09/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;9313100 - Atividades de condicionamento físico;8650004 - Atividades de fisioterapia;82900090;Rua Professor Nivaldo Braga, 215;Cajuru;Curitiba;PR;41 987528672;;janainamagalhaes0104@gmail.com;5000;ME;até R$360.000;Sim;Não;Janaina Ribeiro De Magalhaes;41 987528672;
47855878000172;HEALTH AND LIFE FISIO LTDA;HELPH & LIFE FISIO;06/09/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8211300 - Serviços combinados de escritório e apoio administrativo;4619200 - Representantes comerciais e agentes do comércio de mercadorias em geral não especializado|4712100 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns|8650004 - Atividades de fisioterapia;81900400;Rua Arapongas, 596, Casa 01 Cond Jardim Monte Carlo R;S?Tio Cercado;Curitiba;PR;41 999153980;;contatos@auget.com.br;10000;ME;até R$360.000;Sim;Não;Amanda Cristina Rodrigues Ribeiro;41 999153980;
47734577000190;ELSA KARINA PATRICIA MARAFAO LTDA;;26/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80220070;Rua Nunes Machado, 472, Conj 407 Andar 04 Cond Milano Trade Center;Reboucas;Curitiba;PR;41 995388579;;fernanda.valerio@assessoriaconfiar.com.br;5000;ME;até R$360.000;Sim;Não;Elsa Karina Patricia Marafao;41 995388579;
47680238000179;C R M SERVICOS FISIOTERAPIA LTDA;;23/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;9313100 - Atividades de condicionamento físico;81320185;Rua Juvenal Carvalho, 20, Casa 32 Cond Royal Cd Res;Fazendinha;Curitiba;PR;41 988513209;;camilarmafisio@outlook.com;1000;ME;até R$360.000;Sim;Não;Camila Rodrigues Marques Aparecido;41 988513209;
47638274000174;DR RENAN RECHETELO FISIOTERAPIA LTDA;;19/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81830650;Rua Professora Emma Carvalho Dos Santos, 409, Casa 04 Cond Rafaella Cj;Xaxim;Curitiba;PR;41 997286756;;rcrechetelo@gmail.com;1000;ME;até R$360.000;Sim;Não;Renan Carlo Rechetelo Dos Santos;41 997286756;
47618698000177;ARTHUR LEONARDO MANFRIN  LTDA;;18/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81020730;Rua Hugo Gusso, 109;Cap?O Raso;Curitiba;PR;41 996869828;;meucnpj@contabilizei.com.br;1000;ME;até R$360.000;Sim;Não;Arthur Leonardo Manfrin;41 996869828;
47620452000130;NEUROCLIN FISIOTERAPIA E PSICOMOTRICIDADE LTDA;NEUROCLIN FISIOTERAPIA;18/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81750290;Rua Maria Luiza Curial Dos Santos, 33;Boqueir?O;Curitiba;PR;41 35385360;;gregoriomariana@hotmail.com;1000;ME;até R$360.000;Sim;Não;Mariana Gomes Gregorio;41 35385360;
47626824000135;TODESCHINI VIEIRA SERVICOS MEDICOS LTDA;;18/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8712300 - Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio;8533300 - Educação superior - pós graduação e extensão|8599604 - Treinamento em desenvolvimento profissional e gerencial|8640299 - Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente|8650004 - Atividades de fisioterapia|8650006 - Atividades de fonoaudiologia;80030330;Rua Nicolau Maeder, 648, Apt 63 Andar 06 Cond Ilha De Capri Ed;Juveve;Curitiba;PR;41 991974940;;e-mail@e-mail.com.br;1000;ME;até R$360.000;Sim;Não;Talita Todeschini Vieira;41 32502721,41 991974940;
47609330000142;NPDH - NUCLEO DE PESQUISA E DESENVOLVIMENTO HUMANO LTDA;NPDH;17/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8630503 - Atividade médica ambulatorial restrita a consultas;8599699 - Outras atividades de ensino não especificadas anteriormente|8650002 - Atividades de profissionais da nutrição|8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|8650006 - Atividades de fonoaudiologia|9313100 - Atividades de condicionamento físico;81530420;Rua Marechal Cardoso J?Nior, 982;Jardim Das Am?Ricas;Curitiba;PR;41 988427007;;luciano@npdh.com.br;1000;ME;até R$360.000;Sim;Não;Luciano Dos Santos|Raquel Cristina Dos Santos Marco;41 988427007;
47550150000132;KARIN KAROLINE SPEZZIA LTDA;;12/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81020720;Rua Dante Luiz J?Nior, 651, Apt 12 Andar 01 Cond Villaggio Capri Bloco Bl 06;Cap?O Raso;Curitiba;PR;41 988595620;;karolinefisio@gmail.com;5000;ME;até R$360.000;Sim;Não;Karin Karoline Spezzia|Camila Diakuy Gomes|Iris Alexandrina Gomes De Lima;41 988595620;
47447678000180;CLARISSA DA SILVA OLIVEIRA  LTDA;CLARISSA DA SILVA OLIVEIRA;06/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80230000;Avenida Silva Jardim, 624, Apt 305 Andar 04 Bloco Royal Ed;Rebou?As;Curitiba;PR;41 996869828;;meucnpj@contabilizei.com.br;1000;ME;até R$360.000;Sim;Não;Clarissa Da Silva Oliveira;41 996869828;
47445530000107;ANA PAOLA REIS DESENVOLVIMENTO HUMANO LTDA;VIDAMIGA DESENVOLVIMENTO HUMANO;05/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650003 - Atividades de psicologia e psicanálise;8599604 - Treinamento em desenvolvimento profissional e gerencial|8630503 - Atividade médica ambulatorial restrita a consultas|8650004 - Atividades de fisioterapia|8650005 - Atividades de terapia ocupacional;80320345;Avenida Presidente Arthur Da Silva Bernardes, 705, Loja 20 Andar Tr Cond Nao Informado Bloco Pres Arthur Bernarde;Vila Izabel;Curitiba;PR;41 999687062;;arthurcalvetti26@hotmail.com;5000;ME;até R$360.000;Sim;Não;Ana Paola Dias Dos Reis|Arthur Dias Dos Reis Calvetti|Marcela Dias Dos Reis Calvetti;41 996417126,41 999687062;
47384496000108;GMD FISIO LTDA;;02/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80530090;Rua Napole?O Lopes, 80, Apt 04 Andar 01 Cond Bargis Ed;S?O Francisco;Curitiba;PR;41 995504264;;ghessycamdiniz@gmail.com;2000;ME;até R$360.000;Sim;Não;Ghessyca Mariano Diniz;41 995504264;
47364109000171;PRISCILLA CAROLLINE SILVA CAPANA LTDA;;01/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81820020;Rua Reinaldo Stocco, 174, Apt 606 Andar 05 Cond Up Life Cd Res Bloco Up Life Ed Torre Flo;Pinheirinho;Curitiba;PR;44 999031100;;priscillacapana@hotmail.com;5000;ME;até R$360.000;Sim;Não;Priscilla Carolline Silva Capana;44 999031100;
47365745000118;JESSICA SANTA BRIGIDA FISIOTERAPIA E PILATES LTDA;;01/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;9313100 - Atividades de condicionamento físico;8650004 - Atividades de fisioterapia;81925540;Rua Mandirituba, 2101, Apt 104 Andar Tr Cond Iguatemi Ed Res Bloco Bl A;S?Tio Cercado;Curitiba;PR;41 30925566;;contato@i9caocontabil.com.br;10000;ME;até R$360.000;Sim;Não;Jessica Santa Brigida Da Silva;41 30925566;
47370311000106;FRANCINY DE LIMA DE ALMEIDA FISIOTERAPIA LTDA;FRANCINY FISIOTERAPIA;01/08/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;82590300;Rodovia Br 116, 6055;Tarum?;Curitiba;PR;41 997968247;;francinyalmeida2017@gmail.com;1000;ME;até R$360.000;Sim;Não;Franciny De Lima De Almeida;41 997968247;
47353288000141;FLEX CORP PILATES LTDA;;29/07/2022;2;Ativa;Sociedade Empresária Limitada;Matriz;9313100 - Atividades de condicionamento físico;8599699 - Outras atividades de ensino não especificadas anteriormente|8650004 - Atividades de fisioterapia;81630010;Rua Tenente Francisco Ferreira De Souza, 1818, Loja 1 Cond Leon Ed Com;Hauer;Curitiba;PR;41 984607627;;rebekahorobinski686@gmail.com;5000;ME;até R$360.000;Sim;Não;Tatiane Rebeka Horobinski;41 984607627;
